"Id_Venta","Id_Cliente","Nombre","Apellido","Genero","Correo","Tarjeta","Telefono","Id_Producto","Descripcion","Proveedor","Precio_Unitario","Cantidad","Total","Fecha","Hora","id_Sucursal","Localidad"
"Fact4020","828","Charlot","Mardell","F","cmardellmz@usnews.com","4.02E+15","(575) 8873955","11","Paula","Cannon Premium","8500","23","195500","1/12/2023","11:23","104","SantaFe"
"Fact4021","140","Jeni","Guyon","F","jguyon3v@photobucket.com","3.38E+14","(523) 5024726","11","Paula","Cannon Premium","8500","14","119000","1/13/2023","8:03","103","Mendoza"
"Fact4022","435","Ramonda","Snawden","F","rsnawdenc2@tiny.cc","4.24E+12","(213) 1096016","11","Paula","Cannon Premium","8500","14","119000","1/14/2023","10:52","103","Mendoza"
"Fact4023","818","Warner","Topham","M","wtophammp@free.fr","4.04E+15","(795) 4510605","11","Paula","Cannon Premium","8500","5","42500","1/15/2023","13:30","101","Bs.As."
"Fact4024","662","Jermain","Engley","M","jengleyid@huffingtonpost.com","5.10E+15","(116) 2082429","11","Paula","Cannon Premium","8500","8","68000","1/16/2023","17:29","102","Cordoba"
"Fact4025","836","Suki","Olivazzi","F","solivazzin7@washington.edu","4.04E+15","(103) 4608302","11","Paula","Cannon Premium","8500","14","119000","1/16/2023","19:00","103","Mendoza"
"Fact4026","435","Ramonda","Snawden","F","rsnawdenc2@tiny.cc","4.24E+12","(213) 1096016","11","Paula","Cannon Premium","8500","14","119000","1/16/2023","10:52","103","Mendoza"
"Fact4027","551","Vanya","McFie","F","vmcfiefa@elegantthemes.com","3.74E+14","(484) 3756733","11","Paula","Cannon Premium","8500","1","8500","1/16/2023","18:34","100","Rosario"
"Fact4028","818","Warner","Topham","M","wtophammp@free.fr","4.04E+15","(795) 4510605","11","Paula","Cannon Premium","8500","5","42500","1/16/2023","13:30","101","Bs.As."
"Fact4029","836","Suki","Olivazzi","F","solivazzin7@washington.edu","4.04E+15","(103) 4608302","11","Paula","Cannon Premium","8500","14","119000","1/16/2023","19:00","103","Mendoza"
"Fact4030","190","Veronica","Phythian","F","vphythian59@ustream.tv","5.28E+15","(708) 1130086","11","Paula","Cannon Premium","8500","8","68000","1/17/2023","11:30","102","Cordoba"
"Fact4031","733","Arlen","Gamon","M","agamonkc@merriam-webster.com","4.31E+15","(634) 1722266","11","Paula","Cannon Premium","8500","31","263500","1/17/2023","16:58","105","C.A.B.A."
"Fact4032","828","Charlot","Mardell","F","cmardellmz@usnews.com","4.02E+15","(575) 8873955","11","Paula","Cannon Premium","8500","23","195500","1/17/2023","11:23","104","SantaFe"
"Fact4033","190","Veronica","Phythian","F","vphythian59@ustream.tv","5.28E+15","(708) 1130086","11","Paula","Cannon Premium","8500","8","68000","1/17/2023","11:30","102","Cordoba"
"Fact4034","662","Jermain","Engley","M","jengleyid@huffingtonpost.com","5.10E+15","(116) 2082429","11","Paula","Cannon Premium","8500","8","68000","1/17/2023","17:29","102","Cordoba"
"Fact4035","986","Deck","Ringham","M","dringhamrd@apache.org","4.04E+12","(627) 8715986","11","Paula","Cannon Premium","8500","14","119000","1/17/2023","18:43","103","Mendoza"
"Fact4036","870","Marlee","Kaas","F","mkaaso5@bravesites.com","4.89E+15","(139) 6640748","11","Paula","Cannon Premium","8500","5","42500","1/18/2023","11:27","101","Bs.As."
"Fact4037","136","Kermy","Knowlden","M","kknowlden3r@slashdot.org","3.74E+14","(914) 7530113","11","Paula","Cannon Premium","8500","14","119000","1/19/2023","10:06","103","Mendoza"
"Fact4038","782","Roxie","Ferriday","F","rferridaylp@sitemeter.com","3.42E+14","(232) 2231172","11","Paula","Cannon Premium","8500","5","42500","1/19/2023","15:00","101","Bs.As."
"Fact4039","986","Deck","Ringham","M","dringhamrd@apache.org","4.04E+12","(627) 8715986","11","Paula","Cannon Premium","8500","14","119000","1/20/2023","18:43","103","Mendoza"
"Fact4040","892","Michail","Rapper","M","mrapperor@zimbio.com","4.02E+12","(497) 1853106","11","Paula","Cannon Premium","8500","14","119000","1/21/2023","9:19","103","Mendoza"
"Fact4041","503","Lou","Pepperell","F","lpepperelldy@mail.ru","5.05E+15","(756) 5283675","11","Paula","Cannon Premium","8500","1","8500","1/21/2023","19:10","100","Rosario"
"Fact4042","663","Delly","Barbara","F","dbarbaraie@omniture.com","5.01E+15","(393) 9145683","11","Paula","Cannon Premium","8500","23","195500","1/22/2023","10:07","104","SantaFe"
"Fact4043","135","Malena","Ringsell","F","mringsell3q@adobe.com","5.11E+15","(336) 4077334","11","Paula","Cannon Premium","8500","23","195500","1/22/2023","10:46","104","SantaFe"
"Fact4044","725","Minnaminnie","Brotherick","F","mbrotherickk4@wikimedia.org","3.47E+14","(175) 7576830","11","Paula","Cannon Premium","8500","8","68000","1/24/2023","13:12","102","Cordoba"
"Fact4045","7","Inesita","Depport","F","idepport6@clickbank.net","5.01E+15","(788) 6259752","11","Paula","Cannon Premium","8500","8","68000","1/26/2023","10:42","102","Cordoba"
"Fact4046","140","Jeni","Guyon","F","jguyon3v@photobucket.com","3.38E+14","(523) 5024726","11","Paula","Cannon Premium","8500","14","119000","1/27/2023","8:03","103","Mendoza"
"Fact4047","522","Meagan","Cerith","F","mceritheh@pagesperso-orange.fr","4.27E+15","(725) 1732358","11","Paula","Cannon Premium","8500","31","263500","1/29/2023","17:07","105","C.A.B.A."
"Fact4048","892","Michail","Rapper","M","mrapperor@zimbio.com","4.02E+12","(497) 1853106","11","Paula","Cannon Premium","8500","14","119000","1/29/2023","9:19","103","Mendoza"
"Fact4049","224","Zenia","Kibblewhite","F","zkibblewhite67@cbc.ca","5.57E+15","(656) 9867645","11","Paula","Cannon Premium","8500","1","8500","1/30/2023","18:14","100","Rosario"
"Fact4050","551","Vanya","McFie","F","vmcfiefa@elegantthemes.com","3.74E+14","(484) 3756733","11","Paula","Cannon Premium","8500","1","8500","1/30/2023","18:34","100","Rosario"
"Fact4051","940","Emilie","Pauls","F","epaulsq3@ebay.co.uk","5.10E+15","(587) 9559442","40","Kevin","Cannon Puntana","9000","8","72000","1/1/2023","14:33","102","Cordoba"
"Fact4052","93","Alf","Darracott","M","adarracott2k@toplist.cz","3.43E+14","(182) 9810196","40","Kevin","Cannon Puntana","9000","5","45000","1/2/2023","16:57","101","Bs.As."
"Fact4053","670","Dulcinea","Faithfull","F","dfaithfullil@mac.com","3.46E+14","(847) 4993705","40","Kevin","Cannon Puntana","9000","14","126000","1/2/2023","15:33","103","Mendoza"
"Fact4054","414","Perren","Yukhnev","M","pyukhnevbh@gizmodo.com","5.01E+15","(140) 2221956","40","Kevin","Cannon Puntana","9000","44","396000","1/2/2023","12:31","105","C.A.B.A."
"Fact4055","90","Corrina","Hadlee","F","chadlee2h@youtube.com","3.74E+14","(727) 6315224","40","Kevin","Cannon Puntana","9000","1","9000","1/4/2023","11:21","100","Rosario"
"Fact4056","790","Des","Pallesen","M","dpallesenlx@nps.gov","5.00E+15","(260) 2462677","40","Kevin","Cannon Puntana","9000","8","72000","1/4/2023","16:05","102","Cordoba"
"Fact4057","93","Alf","Darracott","M","adarracott2k@toplist.cz","3.43E+14","(182) 9810196","40","Kevin","Cannon Puntana","9000","5","45000","1/4/2023","16:57","101","Bs.As."
"Fact4058","677","Roxi","Klementz","F","rklementzis@bluehost.com","3.74E+14","(265) 8128396","40","Kevin","Cannon Puntana","9000","8","72000","1/7/2023","8:04","102","Cordoba"
"Fact4059","767","Lind","Cluley","M","lcluleyla@harvard.edu","5.10E+15","(391) 9970331","40","Kevin","Cannon Puntana","9000","14","126000","1/8/2023","18:56","103","Mendoza"
"Fact4060","540","Bryanty","Laurant","M","blaurantez@blog.com","3.71E+14","(524) 1160969","40","Kevin","Cannon Puntana","9000","5","45000","1/9/2023","18:45","101","Bs.As."
"Fact4061","670","Dulcinea","Faithfull","F","dfaithfullil@mac.com","3.46E+14","(847) 4993705","40","Kevin","Cannon Puntana","9000","14","126000","1/9/2023","15:33","103","Mendoza"
"Fact4062","219","Jammie","Isgate","F","jisgate62@shutterfly.com","4.04E+12","(620) 3638478","40","Kevin","Cannon Puntana","9000","31","279000","1/10/2023","14:54","105","C.A.B.A."
"Fact4063","325","Anastasia","Ortelt","F","aortelt90@parallels.com","5.10E+15","(460) 6566512","40","Kevin","Cannon Puntana","9000","14","126000","1/10/2023","15:36","103","Mendoza"
"Fact4064","219","Jammie","Isgate","F","jisgate62@shutterfly.com","4.04E+12","(620) 3638478","40","Kevin","Cannon Puntana","9000","33","297000","1/11/2023","14:54","105","C.A.B.A."
"Fact4065","9","Gipsy","Hoff","F","ghoff8@tamu.edu","4.04E+12","(913) 4508784","40","Kevin","Cannon Puntana","9000","1","9000","1/12/2023","19:24","100","Rosario"
"Fact4066","217","Avictor","Matusovsky","M","amatusovsky60@vistaprint.com","5.10E+15","(293) 8294788","40","Kevin","Cannon Puntana","9000","14","126000","1/12/2023","18:26","103","Mendoza"
"Fact4067","642","Kaitlyn","Hiskey","F","khiskeyht@phpbb.com","4.02E+12","(273) 7919703","40","Kevin","Cannon Puntana","9000","1","9000","1/12/2023","8:29","100","Rosario"
"Fact4068","186","Dmitri","Gamblin","M","dgamblin55@webs.com","5.10E+15","(255) 3391973","40","Kevin","Cannon Puntana","9000","23","207000","1/13/2023","17:45","104","SantaFe"
"Fact4069","27","Jerry","Hestrop","F","jhestropq@cpanel.net","4.02E+15","(872) 2713149","40","Kevin","Cannon Puntana","9000","14","126000","1/13/2023","14:38","103","Mendoza"
"Fact4070","540","Bryanty","Laurant","M","blaurantez@blog.com","3.71E+14","(524) 1160969","40","Kevin","Cannon Puntana","9000","5","45000","1/14/2023","18:45","101","Bs.As."
"Fact4071","822","Mikkel","Snoding","M","msnodingmt@dailymotion.com","4.02E+15","(350) 3753304","40","Kevin","Cannon Puntana","9000","31","279000","1/15/2023","13:45","105","C.A.B.A."
"Fact4072","90","Corrina","Hadlee","F","chadlee2h@youtube.com","3.74E+14","(727) 6315224","40","Kevin","Cannon Puntana","9000","1","9000","1/16/2023","11:21","100","Rosario"
"Fact4073","822","Mikkel","Snoding","M","msnodingmt@dailymotion.com","4.02E+15","(350) 3753304","40","Kevin","Cannon Puntana","9000","33","297000","1/16/2023","13:45","105","C.A.B.A."
"Fact4074","67","Tobey","Russen","F","trussen1u@cisco.com","3.72E+14","(986) 3948295","40","Kevin","Cannon Puntana","9000","1","9000","1/17/2023","12:24","100","Rosario"
"Fact4075","325","Anastasia","Ortelt","F","aortelt90@parallels.com","5.10E+15","(460) 6566512","40","Kevin","Cannon Puntana","9000","14","126000","1/19/2023","15:36","103","Mendoza"
"Fact4076","761","Lazaro","Clapison","M","lclapisonl4@army.mil","5.05E+15","(652) 3767013","40","Kevin","Cannon Puntana","9000","23","207000","1/21/2023","17:34","104","SantaFe"
"Fact4077","643","Bobbe","Olsen","F","bolsenhu@dmoz.org","5.27E+15","(487) 8124165","40","Kevin","Cannon Puntana","9000","33","297000","1/22/2023","10:31","105","C.A.B.A."
"Fact4078","677","Roxi","Klementz","F","rklementzis@bluehost.com","3.74E+14","(265) 8128396","40","Kevin","Cannon Puntana","9000","8","72000","1/22/2023","8:04","102","Cordoba"
"Fact4079","940","Emilie","Pauls","F","epaulsq3@ebay.co.uk","5.10E+15","(587) 9559442","40","Kevin","Cannon Puntana","9000","8","72000","1/22/2023","14:33","102","Cordoba"
"Fact4080","704","Cullen","Reilingen","M","creilingenjj@reference.com","5.05E+15","(606) 7392267","40","Kevin","Cannon Puntana","9000","23","207000","1/24/2023","13:28","104","SantaFe"
"Fact4081","767","Lind","Cluley","M","lcluleyla@harvard.edu","5.10E+15","(391) 9970331","40","Kevin","Cannon Puntana","9000","14","126000","1/24/2023","18:56","103","Mendoza"
"Fact4082","374","Fritz","Gallifont","M","fgallifontad@psu.edu","5.10E+15","(151) 7430772","40","Kevin","Cannon Puntana","9000","23","207000","1/25/2023","18:36","104","SantaFe"
"Fact4083","374","Fritz","Gallifont","M","fgallifontad@psu.edu","5.10E+15","(151) 7430772","40","Kevin","Cannon Puntana","9000","23","207000","1/25/2023","18:36","104","SantaFe"
"Fact4084","790","Des","Pallesen","M","dpallesenlx@nps.gov","5.00E+15","(260) 2462677","40","Kevin","Cannon Puntana","9000","8","72000","1/25/2023","16:05","102","Cordoba"
"Fact4085","217","Avictor","Matusovsky","M","amatusovsky60@vistaprint.com","5.10E+15","(293) 8294788","40","Kevin","Cannon Puntana","9000","14","126000","1/26/2023","18:26","103","Mendoza"
"Fact4086","643","Bobbe","Olsen","F","bolsenhu@dmoz.org","5.27E+15","(487) 8124165","40","Kevin","Cannon Puntana","9000","33","297000","1/26/2023","10:31","105","C.A.B.A."
"Fact4087","67","Tobey","Russen","F","trussen1u@cisco.com","3.72E+14","(986) 3948295","40","Kevin","Cannon Puntana","9000","1","9000","1/27/2023","12:24","100","Rosario"
"Fact4088","414","Perren","Yukhnev","M","pyukhnevbh@gizmodo.com","5.01E+15","(140) 2221956","40","Kevin","Cannon Puntana","9000","33","297000","1/27/2023","12:31","105","C.A.B.A."
"Fact4089","642","Kaitlyn","Hiskey","F","khiskeyht@phpbb.com","4.02E+12","(273) 7919703","40","Kevin","Cannon Puntana","9000","1","9000","1/27/2023","8:29","100","Rosario"
"Fact4090","27","Jerry","Hestrop","F","jhestropq@cpanel.net","4.02E+15","(872) 2713149","40","Kevin","Cannon Puntana","9000","14","126000","1/28/2023","14:38","103","Mendoza"
"Fact4091","186","Dmitri","Gamblin","M","dgamblin55@webs.com","5.10E+15","(255) 3391973","40","Kevin","Cannon Puntana","9000","23","207000","1/28/2023","17:45","104","SantaFe"
"Fact4092","704","Cullen","Reilingen","M","creilingenjj@reference.com","5.05E+15","(606) 7392267","40","Kevin","Cannon Puntana","9000","23","207000","1/28/2023","13:28","104","SantaFe"
"Fact4093","9","Gipsy","Hoff","F","ghoff8@tamu.edu","4.04E+12","(913) 4508784","40","Kevin","Cannon Puntana","9000","1","9000","1/31/2023","19:24","100","Rosario"
"Fact4094","761","Lazaro","Clapison","M","lclapisonl4@army.mil","5.05E+15","(652) 3767013","40","Kevin","Cannon Puntana","9000","23","207000","1/31/2023","17:34","104","SantaFe"
"Fact4095","427","Kyrstin","Fowgies","F","kfowgiesbu@seesaa.net","4.09E+15","(345) 4043526","10","Woman Secret","Tailored","11000","8","88000","1/1/2023","16:51","102","Cordoba"
"Fact4096","664","Inge","Skitch","F","iskitchif@t-online.de","5.48E+15","(720) 2038384","10","Woman Secret","Tailored","11000","8","88000","1/1/2023","10:09","102","Cordoba"
"Fact4097","68","Kat","Bunce","F","kbunce1v@amazon.com","3.38E+14","(618) 4551410","21","Bvlgari","Puig Selectivo","11000","14","154000","1/1/2023","13:00","103","Mendoza"
"Fact4098","480","Cal","Desvignes","F","cdesvignesdb@uol.com.br","3.75E+14","(247) 8659142","10","Woman Secret","Tailored","11000","5","55000","1/2/2023","9:37","101","Bs.As."
"Fact4099","995","Peyton","Mavin","M","pmavinrm@skyrock.com","3.75E+14","(621) 6805636","10","Woman Secret","Tailored","11000","33","363000","1/2/2023","15:14","105","C.A.B.A."
"Fact4100","931","Wells","Von Der Empten","M","wvonderemptenpu@macromedia.com","4.76E+15","(240) 3439235","21","Bvlgari","Puig Selectivo","11000","32","352000","1/3/2023","9:05","105","C.A.B.A."
"Fact4101","859","Alysia","Lutsch","F","alutschnu@de.vu","4.04E+12","(364) 5648635","10","Woman Secret","Tailored","11000","33","363000","1/3/2023","16:40","105","C.A.B.A."
"Fact4102","931","Wells","Von Der Empten","M","wvonderemptenpu@macromedia.com","4.76E+15","(240) 3439235","21","Bvlgari","Puig Selectivo","11000","33","363000","1/4/2023","9:05","105","C.A.B.A."
"Fact4103","694","Bridie","Liger","F","bligerj9@paypal.com","3.72E+14","(330) 2954391","10","Woman Secret","Tailored","11000","23","253000","1/4/2023","14:13","104","SantaFe"
"Fact4104","797","Hamish","Hofer","M","hhoferm4@dailymotion.com","5.57E+15","(681) 8773122","10","Woman Secret","Tailored","11000","33","363000","1/4/2023","11:01","105","C.A.B.A."
"Fact4105","810","Francine","Petigrew","F","fpetigrewmh@tripod.com","4.02E+12","(704) 6435440","21","Bvlgari","Puig Selectivo","11000","5","55000","1/4/2023","9:00","101","Bs.As."
"Fact4106","476","Rhonda","Antonomoli","F","rantonomolid7@wikipedia.org","5.10E+15","(921) 4948812","10","Woman Secret","Tailored","11000","14","154000","1/4/2023","13:37","103","Mendoza"
"Fact4107","227","Clay","Oger","M","coger6a@paypal.com","3.48E+14","(489) 7813452","10","Woman Secret","Tailored","11000","8","88000","1/5/2023","9:22","102","Cordoba"
"Fact4108","317","Sullivan","Janous","M","sjanous8s@blogtalkradio.com","4.02E+15","(323) 5727137","10","Woman Secret","Tailored","11000","5","55000","1/5/2023","9:38","101","Bs.As."
"Fact4109","669","Teena","Woollends","F","twoollendsik@patch.com","4.56E+12","(954) 6914213","21","Bvlgari","Puig Selectivo","11000","5","55000","1/5/2023","9:23","101","Bs.As."
"Fact4110","227","Clay","Oger","M","coger6a@paypal.com","3.48E+14","(489) 7813452","10","Woman Secret","Tailored","11000","8","88000","1/5/2023","9:22","102","Cordoba"
"Fact4111","694","Bridie","Liger","F","bligerj9@paypal.com","3.72E+14","(330) 2954391","10","Woman Secret","Tailored","11000","23","253000","1/5/2023","14:13","104","SantaFe"
"Fact4112","321","Madelon","Cady","F","mcady8w@comsenz.com","4.02E+15","(968) 6801864","21","Bvlgari","Puig Selectivo","11000","23","253000","1/6/2023","11:05","104","SantaFe"
"Fact4113","681","Janaya","Bitchener","F","jbitcheneriw@geocities.com","4.02E+12","(256) 7354409","10","Woman Secret","Tailored","11000","8","88000","1/6/2023","20:25","102","Cordoba"
"Fact4114","777","Danica","Gorvin","F","dgorvinlk@twitter.com","3.71E+14","(472) 8152976","10","Woman Secret","Tailored","11000","14","154000","1/6/2023","9:13","103","Mendoza"
"Fact4115","912","Ernesta","Carney","F","ecarneypb@ovh.net","4.02E+15","(922) 1680472","21","Bvlgari","Puig Selectivo","11000","14","154000","1/6/2023","18:08","103","Mendoza"
"Fact4116","119","Marena","Corley","F","mcorley3a@behance.net","5.22E+15","(536) 9012657","10","Woman Secret","Tailored","11000","8","88000","1/6/2023","11:57","102","Cordoba"
"Fact4117","460","Estella","Mackney","F","emackneycr@goo.ne.jp","5.11E+15","(249) 6260517","10","Woman Secret","Tailored","11000","5","55000","1/6/2023","12:34","101","Bs.As."
"Fact4118","266","Bekki","Mobley","F","bmobley7d@dropbox.com","5.10E+15","(824) 2567028","21","Bvlgari","Puig Selectivo","11000","5","55000","1/7/2023","12:26","101","Bs.As."
"Fact4119","543","Kale","Seligson","M","kseligsonf2@opera.com","5.50E+15","(239) 9935880","21","Bvlgari","Puig Selectivo","11000","1","11000","1/7/2023","13:10","100","Rosario"
"Fact4120","706","Malanie","Clucas","F","mclucasjl@nifty.com","3.72E+14","(584) 8067018","10","Woman Secret","Tailored","11000","14","154000","1/7/2023","13:19","103","Mendoza"
"Fact4121","34","Milena","Marconi","F","mmarconix@wisc.edu","5.10E+15","(688) 4568990","10","Woman Secret","Tailored","11000","1","11000","1/8/2023","20:03","100","Rosario"
"Fact4122","910","Paloma","Themann","F","pthemannp9@nsw.gov.au","5.11E+15","(642) 1282102","21","Bvlgari","Puig Selectivo","11000","45","495000","1/8/2023","16:20","105","C.A.B.A."
"Fact4123","159","Madelyn","Imlaw","F","mimlaw4e@vimeo.com","4.04E+12","(365) 9291832","10","Woman Secret","Tailored","11000","14","154000","1/9/2023","18:24","103","Mendoza"
"Fact4124","248","Liza","Middleweek","F","lmiddleweek6v@usda.gov","4.04E+12","(474) 4368867","10","Woman Secret","Tailored","11000","8","88000","1/9/2023","19:27","102","Cordoba"
"Fact4125","877","Ahmed","Sanzio","M","asanziooc@china.com.cn","4.02E+12","(143) 4602262","21","Bvlgari","Puig Selectivo","11000","5","55000","1/9/2023","11:58","101","Bs.As."
"Fact4126","228","Kelly","Endrighi","M","kendrighi6b@un.org","5.10E+15","(150) 4769055","10","Woman Secret","Tailored","11000","1","11000","1/9/2023","16:26","100","Rosario"
"Fact4127","605","Cedric","Grassick","M","cgrassickgs@twitter.com","4.02E+12","(594) 9145795","21","Bvlgari","Puig Selectivo","11000","5","55000","1/10/2023","18:06","101","Bs.As."
"Fact4128","669","Teena","Woollends","F","twoollendsik@patch.com","4.56E+12","(954) 6914213","21","Bvlgari","Puig Selectivo","11000","5","55000","1/10/2023","9:23","101","Bs.As."
"Fact4129","810","Francine","Petigrew","F","fpetigrewmh@tripod.com","4.02E+12","(704) 6435440","21","Bvlgari","Puig Selectivo","11000","5","55000","1/10/2023","9:00","101","Bs.As."
"Fact4130","204","Jordon","Matthias","M","jmatthias5n@newyorker.com","4.02E+15","(319) 2825122","10","Woman Secret","Tailored","11000","14","154000","1/10/2023","20:28","103","Mendoza"
"Fact4131","995","Peyton","Mavin","M","pmavinrm@skyrock.com","3.75E+14","(621) 6805636","10","Woman Secret","Tailored","11000","33","363000","1/12/2023","15:14","105","C.A.B.A."
"Fact4132","525","Bernard","D'Souza","M","bdsouzaek@phpbb.com","3.75E+14","(367) 8013035","21","Bvlgari","Puig Selectivo","11000","54","594000","1/13/2023","20:53","105","C.A.B.A."
"Fact4133","119","Marena","Corley","F","mcorley3a@behance.net","5.22E+15","(536) 9012657","10","Woman Secret","Tailored","11000","8","88000","1/13/2023","11:57","102","Cordoba"
"Fact4134","233","Wilhelm","Allix","M","wallix6g@indiegogo.com","5.10E+15","(206) 6792961","21","Bvlgari","Puig Selectivo","11000","33","363000","1/14/2023","11:05","105","C.A.B.A."
"Fact4135","248","Liza","Middleweek","F","lmiddleweek6v@usda.gov","4.04E+12","(474) 4368867","10","Woman Secret","Tailored","11000","8","88000","1/14/2023","19:27","102","Cordoba"
"Fact4136","644","Gustie","Raoul","F","graoulhv@uiuc.edu","5.10E+15","(758) 9495324","10","Woman Secret","Tailored","11000","5","55000","1/16/2023","11:30","101","Bs.As."
"Fact4137","159","Madelyn","Imlaw","F","mimlaw4e@vimeo.com","4.04E+12","(365) 9291832","10","Woman Secret","Tailored","11000","14","154000","1/16/2023","18:24","103","Mendoza"
"Fact4138","912","Ernesta","Carney","F","ecarneypb@ovh.net","4.02E+15","(922) 1680472","21","Bvlgari","Puig Selectivo","11000","14","154000","1/17/2023","18:08","103","Mendoza"
"Fact4139","914","Avrom","Slarke","M","aslarkepd@biglobe.ne.jp","5.22E+15","(659) 7731841","10","Woman Secret","Tailored","11000","8","88000","1/17/2023","18:16","102","Cordoba"
"Fact4140","476","Rhonda","Antonomoli","F","rantonomolid7@wikipedia.org","5.10E+15","(921) 4948812","10","Woman Secret","Tailored","11000","14","154000","1/18/2023","13:37","103","Mendoza"
"Fact4141","989","Teresita","Rule","F","trulerg@blinklist.com","3.74E+14","(459) 4302019","10","Woman Secret","Tailored","11000","33","363000","1/18/2023","20:54","105","C.A.B.A."
"Fact4142","777","Danica","Gorvin","F","dgorvinlk@twitter.com","3.71E+14","(472) 8152976","10","Woman Secret","Tailored","11000","14","154000","1/18/2023","9:13","103","Mendoza"
"Fact4143","266","Bekki","Mobley","F","bmobley7d@dropbox.com","5.10E+15","(824) 2567028","21","Bvlgari","Puig Selectivo","11000","5","55000","1/19/2023","12:26","101","Bs.As."
"Fact4144","396","Oriana","Santacrole","F","osantacroleaz@google.com.au","5.10E+15","(467) 3793703","10","Woman Secret","Tailored","11000","5","55000","1/19/2023","16:16","101","Bs.As."
"Fact4145","989","Teresita","Rule","F","trulerg@blinklist.com","3.74E+14","(459) 4302019","10","Woman Secret","Tailored","11000","33","363000","1/19/2023","20:54","105","C.A.B.A."
"Fact4146","254","Hagen","Jewkes","M","hjewkes71@freewebs.com","5.11E+15","(650) 1259251","21","Bvlgari","Puig Selectivo","11000","1","11000","1/20/2023","14:41","100","Rosario"
"Fact4147","34","Milena","Marconi","F","mmarconix@wisc.edu","5.10E+15","(688) 4568990","10","Woman Secret","Tailored","11000","1","11000","1/20/2023","20:03","100","Rosario"
